"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","1247","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","3.879990","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","4.997694","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","1.677584","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","0.662370","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","17","17","1","28.161657","0","17"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.257276","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","20","20","1","28.054924","0","20"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","1.537323","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","1.442063","0","2"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","30","30","1","39.561913","0","30"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","135","1","206.192764","0","135"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.608571","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","30","30","1","47.773445","0","30"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","15","15","1","20.779655","0","15"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","0.699901","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","0.599753","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","7","7","1","2.875269","0","7"
"/Game/Materials/straightLineMovingLedge_Mat.straightLineMovingLedge_Mat","21","2","2","1","0.545350","0","2"
"/Game/Meshes/Material.Material","21","15","15","1","0.000000","0","15"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","60","60","1","74.733704","0","60"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","60","60","1","72.596695","0","60"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","60","60","1","0.000000","0","60"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","30","30","1","38.885586","0","30"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","4","1","1.548411","0","4"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","8","1","3.824955","0","8"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.259840","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","28","28","3","19.789518","0","28"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","2.508581","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","1.633863","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.272775","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.109897","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","12.214964","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","4","1","1.796008","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","44.624588","0","77"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","210","210","1","265.421570","0","210"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","648","648","1","399.985931","0","0"
"/Game/Blueprints/Material_001.Material_001","21","15","15","1","18.687311","0","15"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","21","21","1","22.830711","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","7","7","1","2.822654","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","102","102","1","126.015511","0","102"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","188","188","6","207.801575","0","188"
"/Interchange/gltf/M_Transmission.M_Transmission","21","72","72","2","127.962791","0","72"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","3.004088","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","6.909651","0","10"
"/Interchange/gltf/M_Unlit.M_Unlit","21","52","52","6","23.100861","0","52"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","42","42","1","48.862415","0","42"
"/Game/Meshes/trunkMaterial.trunkMaterial","21","2","2","1","1.129719","0","2"
"/Game/Materials/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.297601","0","4"
"/Game/Materials/metal.metal","21","4","4","1","2.284265","0","4"
"/Game/Materials/nonTransparentYellow.nonTransparentYellow","21","4","4","1","1.651011","0","4"
"/Game/Materials/Material.Material","21","4","4","1","0.636540","0","4"
"/Game/Meshes/Material_002.Material_002","21","2","2","1","0.000000","0","2"
"/Game/Meshes/EF_MAT.EF_MAT","21","2","2","1","1.140875","0","2"
"/Game/Materials/spikeTexture_Mat.spikeTexture_Mat","21","2","2","1","0.562394","0","2"
"/Game/Materials/orbitingLedge_Mat.orbitingLedge_Mat","21","2","2","1","1.023308","0","2"
"/Game/Materials/crumblingLedgeMat.crumblingLedgeMat","21","2","2","1","0.566773","0","2"
"/Game/Materials/cicrlingLedge_Mat.cicrlingLedge_Mat","21","2","2","1","0.543125","0","2"
"/Game/Meshes/ledgeMaterial.ledgeMaterial","21","2","2","1","0.000000","0","2"
"/Game/FlickerBPs/Blueprints/metal.metal","21","4","4","1","1.152623","0","4"
"/Game/FlickerBPs/Blueprints/nonTransparentYellow.nonTransparentYellow","21","4","4","1","2.148336","0","4"
"/Game/FlickerBPs/Blueprints/Material.Material","21","4","4","1","0.000000","0","4"
"/Game/FlickerBPs/Blueprints/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.227462","0","4"
"/Interchange/gltf/M_Sheen.M_Sheen","21","188","188","6","268.895294","0","188"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","188","188","6","274.807495","0","188"
"/Interchange/gltf/M_Default.M_Default","21","188","188","6","228.435867","0","188"
"Globals","24","1243","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","4","1","2.062090","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","0.512763","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","1.228893","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","1.154170","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","1.003296","0","2"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","0.481074","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","15","1","17.446161","0","15"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","0.507799","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","0.522125","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","7","7","1","2.556983","0","7"
"/Game/Meshes/Material.Material","24","15","15","1","0.000000","0","15"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","0.484943","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","30","1","36.598541","0","30"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","26","6","11.127279","0","26"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","17","17","1","21.296410","0","17"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","4","1","1.079378","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","24","20","20","1","23.067839","0","20"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","24","30","30","1","35.978508","0","30"
"/Interchange/gltf/M_Default.M_Default","24","188","188","6","212.136749","0","188"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","24","188","188","6","267.837219","0","188"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","135","135","1","162.767288","0","135"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","7","7","1","2.532540","0","7"
"/Game/Materials/straightLineMovingLedge_Mat.straightLineMovingLedge_Mat","24","2","2","1","0.546232","0","2"
"/Interchange/gltf/M_Sheen.M_Sheen","24","188","188","6","268.914062","0","188"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","60","60","1","73.563560","0","60"
"/Game/Materials/spikeTexture_Mat.spikeTexture_Mat","24","2","2","1","1.208363","0","2"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","24","188","188","6","201.685013","0","188"
"/Game/Materials/crumblingLedgeMat.crumblingLedgeMat","24","2","2","1","0.633367","0","2"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","60","60","1","78.774620","0","60"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","60","60","1","0.000000","0","60"
"/Game/Materials/nonTransparentYellow.nonTransparentYellow","24","4","4","1","2.238387","0","4"
"/Game/Materials/Material.Material","24","4","4","1","0.000000","0","4"
"/Game/Meshes/Material_002.Material_002","24","2","2","1","0.000000","0","2"
"/Game/Materials/metal.metal","24","4","4","1","2.227804","0","4"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","30","1","36.748669","0","30"
"/Game/Materials/eyeMat_textureCOords.eyeMat_textureCOords","24","4","4","1","2.221047","0","4"
"/Game/Meshes/EF_MAT.EF_MAT","24","2","2","1","1.108250","0","2"
"/Game/Materials/cicrlingLedge_Mat.cicrlingLedge_Mat","24","2","2","1","0.506319","0","2"
"/Game/FlickerBPs/Blueprints/metal.metal","24","4","4","1","1.105114","0","4"
"/Game/FlickerBPs/Blueprints/nonTransparentYellow.nonTransparentYellow","24","4","4","1","2.185561","0","4"
"/Game/FlickerBPs/Blueprints/Material.Material","24","4","4","1","0.000000","0","4"
"/Game/FlickerBPs/Blueprints/eyeMat_textureCOords.eyeMat_textureCOords","24","4","4","1","2.214812","0","4"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","4","1","1.501543","0","4"
"/Game/Meshes/trunkMaterial.trunkMaterial","24","2","2","1","0.553949","0","2"
"/Game/Materials/orbitingLedge_Mat.orbitingLedge_Mat","24","2","2","1","0.000000","0","2"
"/Game/Meshes/ledgeMaterial.ledgeMaterial","24","2","2","1","1.026909","0","2"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","8","1","3.718317","0","8"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","1.222356","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","28","28","3","19.016502","0","28"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","2.399652","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","2","2","1","1.296688","0","2"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","1.615386","0","4"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","1.116135","0","2"
"/Interchange/gltf/M_Transmission.M_Transmission","24","72","72","2","123.996597","0","72"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","4","4","1","1.778221","0","4"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","24","4","4","1","2.970221","0","4"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","42","42","1","47.810364","0","42"
"/Interchange/gltf/M_Unlit.M_Unlit","24","52","52","6","22.532928","0","52"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","10","1","6.840504","0","10"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","21","21","1","21.696468","0","21"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","102","102","1","123.249184","0","102"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","77","1","44.312393","0","77"
"/Game/Blueprints/Material_001.Material_001","24","15","15","1","18.081150","0","15"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","648","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","210","210","1","93.409317","0","210"
