"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","1998","0","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","21","148","148","6","293.672058","0","148"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","21","148","148","6","280.000549","0","148"
"/InterchangeAssets/gltf/M_Default.M_Default","21","148","148","6","233.466537","0","148"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","148","148","6","226.415802","0","88"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","21","40","40","2","111.308449","0","40"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","14.230843","0","26"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","21","2","2","1","1.539474","0","2"
"/Game/FlickerBPs/Blueprints/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.520875","0","4"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","21","52","52","6","28.203379","0","52"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","60","60","1","104.456924","0","60"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","36","36","1","55.788567","0","36"
"/Game/Materials/cicrlingLedge_Mat.cicrlingLedge_Mat","21","2","2","1","1.250438","0","2"
"/Game/Materials/spikeTexture_Mat.spikeTexture_Mat","21","2","2","1","1.307320","0","2"
"/Game/FlickerBPs/Blueprints/metal.metal","21","4","4","1","2.597622","0","4"
"/Game/FlickerBPs/Blueprints/Material.Material","21","4","4","1","2.604439","0","4"
"/Game/Materials/crumblingLedgeMat.crumblingLedgeMat","21","2","2","1","0.616841","0","2"
"/Game/Meshes/Material_002.Material_002","21","2","2","1","1.469180","0","2"
"/Game/Meshes/trunkMaterial.trunkMaterial","21","2","2","1","0.634197","0","2"
"/Game/Materials/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.545643","0","4"
"/Game/Materials/Material.Material","21","4","4","1","1.265063","0","4"
"/Game/Materials/metal.metal","21","4","4","1","1.377519","0","4"
"/Game/Materials/orbitingLedge_Mat.orbitingLedge_Mat","21","2","2","1","0.625765","0","2"
"/Game/Meshes/ledgeMaterial.ledgeMaterial","21","2","2","1","0.594351","0","2"
"/Game/FlickerBPs/Blueprints/nonTransparentYellow.nonTransparentYellow","21","4","4","1","0.000000","0","4"
"/Game/Meshes/EF_MAT.EF_MAT","21","2","2","1","1.326980","0","2"
"/Game/Materials/nonTransparentYellow.nonTransparentYellow","21","4","4","1","0.000000","0","4"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","21","4","4","2","2.981231","0","4"
"/Game/Blueprints/Material_001.Material_001","21","12","12","1","21.769855","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","28","28","3","25.992569","0","28"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","478","478","1","619.459534","0","478"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","21","2","2","1","1.489666","0","2"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","3.734585","0","4"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","18","18","1","26.193394","0","18"
"","21","512","0","1","0.000000","513","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.331079","0","2"
