"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","1245","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","3.787952","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","4.646730","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","2.716676","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","0.621788","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","17","17","1","25.983797","0","17"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.125115","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","20","20","1","26.169224","0","20"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","1.102526","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","1.286684","0","2"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","8","1","3.990898","0","8"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","30","30","1","38.234516","0","30"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","135","1","182.203857","0","135"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","4","1","1.576481","0","4"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","2.583129","0","4"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","15","15","1","18.812105","0","15"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","2.071892","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","0.578104","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","7","7","1","2.650534","0","7"
"/Game/Materials/straightLineMovingLedge_Mat.straightLineMovingLedge_Mat","21","2","2","1","0.566387","0","2"
"/Game/Meshes/Material.Material","21","15","15","1","0.000000","0","15"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","60","60","1","82.939125","0","60"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","60","60","1","90.957314","0","60"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","60","60","1","0.000000","0","60"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","30","30","1","49.946594","0","30"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","2.268736","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","28","28","3","21.622185","0","28"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","210","210","1","288.497223","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.471795","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","30","30","1","40.376148","0","30"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","1.644234","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.348572","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.171079","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","11.869650","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","4","1","1.927710","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","48.051384","0","0"
"/Game/Meshes/trunkMaterial.trunkMaterial","21","2","2","1","1.210747","0","2"
"/Game/Materials/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.424214","0","4"
"/Game/Materials/metal.metal","21","4","4","1","2.363212","0","4"
"/Game/Materials/spikeTexture_Mat.spikeTexture_Mat","21","2","2","1","0.581194","0","2"
"/Game/Materials/crumblingLedgeMat.crumblingLedgeMat","21","2","2","1","0.581191","0","2"
"/Game/FlickerBPs/Blueprints/metal.metal","21","4","4","1","1.221730","0","4"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","648","648","1","422.834808","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","4","1","3.176841","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","7.346063","0","10"
"/Game/Materials/nonTransparentYellow.nonTransparentYellow","21","4","4","1","2.324454","0","4"
"/Game/Materials/Material.Material","21","4","4","1","0.000000","0","4"
"/Game/Meshes/Material_002.Material_002","21","2","2","1","0.000000","0","2"
"/Game/Meshes/EF_MAT.EF_MAT","21","2","2","1","1.229337","0","2"
"/Game/Materials/orbitingLedge_Mat.orbitingLedge_Mat","21","2","2","1","1.132716","0","2"
"/Game/Materials/cicrlingLedge_Mat.cicrlingLedge_Mat","21","2","2","1","0.581490","0","2"
"/Game/Meshes/ledgeMaterial.ledgeMaterial","21","2","2","1","0.000000","0","2"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","21","21","1","23.313351","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","7","7","1","2.715990","0","7"
"/Game/Blueprints/Material_001.Material_001","21","15","15","1","19.768091","0","15"
"/Game/FlickerBPs/Blueprints/Material.Material","21","4","4","1","2.382743","0","4"
"/Game/FlickerBPs/Blueprints/eyeMat_textureCOords.eyeMat_textureCOords","21","4","4","1","2.298320","0","4"
"/Interchange/gltf/M_Unlit.M_Unlit","21","52","52","6","24.306213","0","52"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","102","102","1","135.829407","0","102"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","188","188","6","220.956894","0","188"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","42","42","1","51.937305","0","42"
"/Game/FlickerBPs/Blueprints/nonTransparentYellow.nonTransparentYellow","21","4","4","1","0.000000","0","4"
"/Interchange/gltf/M_Transmission.M_Transmission","21","72","72","2","135.697388","0","72"
"/Interchange/gltf/M_Sheen.M_Sheen","21","188","188","6","285.163757","0","188"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","188","188","6","291.880615","0","188"
"/Interchange/gltf/M_Default.M_Default","21","188","188","6","230.949036","0","188"
"Globals","24","1241","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","4","1","2.192547","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","0.577703","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","1.284827","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","1.251550","0","2"
