"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","1246","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","2.441259","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","4","1","3.111660","0","4"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","1.784449","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","1.234620","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","17","17","1","29.222885","0","17"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.283957","0","2"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","20","20","1","36.846169","0","20"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","1.026346","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","1.287223","0","2"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","135","1","216.684494","0","135"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","21","30","30","1","50.009651","0","30"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.160111","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","13.099105","0","26"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","7","7","1","3.476969","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","48.128578","0","77"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","210","210","1","311.693390","0","210"
"/Game/Materials/straightLineMovingLedge_Mat.straightLineMovingLedge_Mat","21","2","2","1","0.735945","0","2"
"/Game/Meshes/Material.Material","21","15","15","1","19.504162","0","15"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","60","60","1","88.812805","0","60"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","60","60","1","91.083542","0","60"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","60","60","1","0.000000","0","60"
